Id,Pattern presented,Description,Source 1,Source 2,Publication Year,Field of origin,Source 1,Source 2,,,,,
Pattern327,Financial trader,Buy and sell financial assets without significantly transforming (or designing) them,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern328,Flat-rate,Charge a fixed price and allow the customer unlimited access in exchange,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern329,Flexible pricing,Vary prices for an offering based on demand,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern330,Forced scarcity,Limit the supplly of offerings available to drive up demand and prices,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern331,Fractional ownership,"A good is purchased together by a group of customers, each buying a certain share of the usage right, often a time period",P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern332,Franchising,"Allow franchises to use a business concept, including brand and products, in compensation for financial compensation",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern333,Free,Provide customer with a free-of-charge offer and use other sources such as advertising to generate revenues,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern334,Freemium,"Offer basic services for free, while charging a premium for advanced or special features",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern335,From push-to-pull,Make production more flexible in order to ideally produce a product just when it is ordered and not upfront as stock article,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern336,Haggle,Allow the buyers to negotiate over the price,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern337,Horizontal portals,"Create a portal that provides a gateway to Internet's content and offerings, such as search engine, e-mails, news etc.",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern338,HR broker,Match buyers and sellers of human services,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern339,Incomparable products / services,Use deep R&D skills to develop and exploit proprietary technology to offer unique products that command high margins,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern340,Information broker,Match buyers and sellers of information or other intangible assets,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern341,Information collection,Collect and commercialize information gathered from the Internet,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern342,Infrastructure services firms,Produce and deliver complementary services for the internet,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern343,Ingredient branding,Build a brand of a product component that is part of an end product,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern344,Integrator,"Cover most parts of the value chain in-house in order to keep control of innovations, efficiency, etc.",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern345,Inventor,"Create and then sell intangible assets, such as patents and copyrights",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern346,IP trader,Buy and sell intangible assets,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern347,IT Equipment/component manufacturers,Produce IT equipment and components,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern348,Knowledge management,Transform and store a company's data into useful information and knowledge,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern349,Leverage customer data,"Collect customer data and use them commercially, e.g., for targeted advertising",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
